Feature,Importance
person <= 0.00,0.023591366328824175
manage consumer purpose <= 0.00,-0.020813672810280952
work help client <= 0.00,0.020089559790116434
strong understanding <= 0.00,0.01866572213281946
budget <= 0.00,-0.016830350172228555
rapid <= 0.00,-0.01675153586794501
awareness <= 0.00,0.010914835395204893
writtenlifting <= 0.00,0.009338592402324923
file <= 0.00,-0.0019178408944274892
new skill <= 0.00,-0.0017107803061792925
