Feature,Importance
work time <= 0.00,0.020038604878411033
equivalent work <= 0.00,-0.01573569886229204
spend <= 0.00,0.0155155769266452
change world <= 0.00,0.014658486147828486
human behaviour strategy <= 0.00,0.013161113485943891
annual <= 0.00,0.0063045355880297195
telecom <= 0.00,-0.005749434080185231
specialist expert respective <= 0.00,0.0030487556801842234
folding inserting delivery <= 0.00,-0.0029800995056788087
applied memetics <= 0.00,-9.207432550017828e-05
