Feature,Importance
nurse <= 0.00,0.024195758037607904
work home <= 0.00,0.02322838451573106
updated <= 0.00,0.017435300012808665
revenue <= 0.00,-0.017263009395554
big data <= 0.00,-0.01659389620926103
friendly cooperative attitudedemonstrate <= 0.00,0.01565271539228014
changing digital world <= 0.00,0.00957177605002203
changing digital <= 0.00,0.008117577520136723
based experience <= 0.00,-0.007108087566268369
scale <= 0.00,-0.0003079725744239323
